Gene_set,Selected,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2021,,K63-linked polyubiquitin modification-dependent protein binding (GO:0070530),2/22,0.952121772,0.999995945,0,0,0.39969985,0.01961021,OTUD7A;OTUD7B
GO_Molecular_Function_2021,,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides (GO:0016811)",7/57,0.955129163,0.999995945,0,0,0.55922865,0.025673459,PM20D1;ACY3;ASAH2B;ASAH2;ASPG;ASPA;TGM2
GO_Molecular_Function_2021,,protein phosphatase regulator activity (GO:0019888),7/57,0.955129163,0.999995945,0,0,0.55922865,0.025673459,PPP1R16B;RCAN1;PPP2R2C;PPP4R4;RCAN2;PPP1R2C;SAG
GO_Molecular_Function_2021,,"hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)",4/37,0.955151836,0.999995945,0,0,0.484332818,0.022223592,HPSE2;CHI3L2;CHI3L1;GBA3
GO_Molecular_Function_2021,,protein serine/threonine kinase activator activity (GO:0043539),4/37,0.955151836,0.999995945,0,0,0.484332818,0.022223592,TCL1A;IGF2;CDK5R2;LTF
GO_Molecular_Function_2021,,miRNA binding (GO:0035198),3/30,0.955930696,0.999995945,0,0,0.444027465,0.020012256,SOX2;LIN28A;DND1
GO_Molecular_Function_2021,,deoxyribonuclease activity (GO:0004536),1/14,0.956068016,0.999995945,0,0,0.307519187,0.013815675,DNASE1L3
GO_Molecular_Function_2021,,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016888)",1/14,0.956068016,0.999995945,0,0,0.307519187,0.013815675,DNASE1L3
GO_Molecular_Function_2021,,nucleoside diphosphate kinase activity (GO:0004550),1/14,0.956068016,0.999995945,0,0,0.307519187,0.013815675,AK5
GO_Molecular_Function_2021,,phosphatase activator activity (GO:0019211),1/14,0.956068016,0.999995945,0,0,0.307519187,0.013815675,BMP2
GO_Molecular_Function_2021,,translation elongation factor activity (GO:0003746),1/14,0.956068016,0.999995945,0,0,0.307519187,0.013815675,EEF1A2
GO_Molecular_Function_2021,,cyclin-dependent protein kinase activity (GO:0097472),2/23,0.96023238,0.999995945,0,0,0.380642702,0.015446466,CDKL4;CDK15
GO_Molecular_Function_2021,,cyclin-dependent protein serine/threonine kinase activity (GO:0004693),2/23,0.96023238,0.999995945,0,0,0.380642702,0.015446466,CDKL4;CDK15
GO_Molecular_Function_2021,,N-methyltransferase activity (GO:0008170),2/23,0.96023238,0.999995945,0,0,0.380642702,0.015446466,PNMT;INMT
GO_Molecular_Function_2021,,phosphatase inhibitor activity (GO:0019212),2/23,0.96023238,0.999995945,0,0,0.380642702,0.015446466,PPP1R2C;SAG
GO_Molecular_Function_2021,,ATPase regulator activity (GO:0060590),4/38,0.961446636,0.999995945,0,0,0.470058294,0.018480914,ATP4B;BRSK2;FXYD2;ATP1B2
GO_Molecular_Function_2021,,phosphatidylinositol phosphate binding (GO:1901981),14/102,0.961728074,0.999995945,0,0,0.635086439,0.024783318,GSDMC;GSDMA;MYO10;PLA2G4E;DAB2IP;ARAP3;RPH3A;LAPTM4B;MYO1B;PARD3;TTPA;RUBCNL;PLEKHN1;FERMT2
GO_Molecular_Function_2021,,cytochrome-c oxidase activity (GO:0004129),1/15,0.964860176,0.999995945,0,0,0.28553567,0.010214206,COX7A1
GO_Molecular_Function_2021,,G protein-coupled photoreceptor activity (GO:0008020),1/15,0.964860176,0.999995945,0,0,0.28553567,0.010214206,ELOVL4
GO_Molecular_Function_2021,,phosphatidylinositol kinase activity (GO:0052742),1/15,0.964860176,0.999995945,0,0,0.28553567,0.010214206,PIK3R3
GO_Molecular_Function_2021,,phosphatidylinositol-3-phosphate binding (GO:0032266),4/39,0.966912881,0.999995945,0,0,0.456599457,0.015363147,PLA2G4E;PARD3;DAB2IP;RUBCNL
GO_Molecular_Function_2021,,methyl-CpG binding (GO:0008327),2/24,0.967014685,0.999995945,0,0,0.363318023,0.012186267,CDX2;HOXB13
GO_Molecular_Function_2021,,histone methyltransferase activity (GO:0042054),3/32,0.96840308,0.999995945,0,0,0.413353118,0.013271476,PRMT8;SMYD1;FBLL1
GO_Molecular_Function_2021,,cysteine-type peptidase activity (GO:0008234),13/98,0.969085849,0.999995945,0,0,0.610498827,0.01917093,USP6;USP9Y;OTUD7B;USP17L10;USP17L2;USP17L3;USP17L1;USP17L7;USP17L4;SFRP1;UCHL1;USP17L8;CTSF
GO_Molecular_Function_2021,,protein kinase regulator activity (GO:0019887),13/98,0.969085849,0.999995945,0,0,0.610498827,0.01917093,EPO;SPRY4;PARVA;MT3;CXCL10;GPRC5B;SOCS1;SH3BP5;FGF13;GPRC5D;GPRC5C;CCNO;CCNJL
GO_Molecular_Function_2021,,tau protein binding (GO:0048156),4/40,0.971649161,0.999995945,0,0,0.443888333,0.012766444,BRSK2;MAP2;APOE;MARK1
GO_Molecular_Function_2021,,histone methyltransferase activity (H3-K4 specific) (GO:0042800),1/16,0.971893011,0.999995945,0,0,0.266483287,0.007597319,PRDM7
GO_Molecular_Function_2021,,"hydrolase activity, hydrolyzing N-glycosyl compounds (GO:0016799)",1/16,0.971893011,0.999995945,0,0,0.266483287,0.007597319,MACROD2
GO_Molecular_Function_2021,,nuclear import signal receptor activity (GO:0061608),1/16,0.971893011,0.999995945,0,0,0.266483287,0.007597319,KPNA7
GO_Molecular_Function_2021,,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)",1/16,0.971893011,0.999995945,0,0,0.266483287,0.007597319,AKR1C4
GO_Molecular_Function_2021,,solute:proton symporter activity (GO:0015295),1/16,0.971893011,0.999995945,0,0,0.266483287,0.007597319,SLC36A3
GO_Molecular_Function_2021,,tRNA methyltransferase activity (GO:0008175),1/16,0.971893011,0.999995945,0,0,0.266483287,0.007597319,TRMT9B
GO_Molecular_Function_2021,,mRNA 5'-UTR binding (GO:0048027),2/25,0.972675434,0.999995945,0,0,0.347499837,0.009627422,MYH10;LARP6
GO_Molecular_Function_2021,,GTP binding (GO:0005525),28/189,0.973536213,0.999995945,0,0,0.693506721,0.018600028,DIRAS3;RASL12;TUBAL3;RRAD;DIRAS1;SEPTIN12;GIMAP7;RND3;RNF112;REM1;ARL5C;TUBA3C;GNAT1;PCK1;GBP1;TGM2;GBP7;RAB39A;TUBB8B;RRAS2;SEPTIN4;TUBA4B;TUBB4A;GEM;TUBB2B;RAB31;TUBB2A;RHOJ
GO_Molecular_Function_2021,,NAD+ ADP-ribosyltransferase activity (GO:0003950),2/26,0.977391832,0.999995945,0,0,0.332999833,0.007614924,ART1;ART5
GO_Molecular_Function_2021,,nucleobase-containing compound kinase activity (GO:0019205),1/17,0.977518491,0.999995945,0,0,0.249812453,0.005680253,AK5
GO_Molecular_Function_2021,,ribosomal small subunit binding (GO:0043024),1/17,0.977518491,0.999995945,0,0,0.249812453,0.005680253,CPEB2
GO_Molecular_Function_2021,,"catalytic activity, acting on a tRNA (GO:0140101)",3/35,0.981032014,0.999995945,0,0,0.374530898,0.007172336,FTO;DTWD2;TRMT9B
GO_Molecular_Function_2021,,estrogen receptor binding (GO:0030331),3/35,0.981032014,0.999995945,0,0,0.374530898,0.007172336,LEF1;ZNF366;NKX3-1
GO_Molecular_Function_2021,,retinoic acid receptor binding (GO:0042974),1/18,0.982018189,0.999995945,0,0,0.235102893,0.004266047,PPARG
GO_Molecular_Function_2021,,S-adenosylmethionine-dependent methyltransferase activity (GO:0008757),4/43,0.982321979,0.999995945,0,0,0.409666076,0.007306863,PNMT;PRMT8;FBLL1;INMT
GO_Molecular_Function_2021,,histone demethylase activity (GO:0032452),2/28,0.984573695,0.999995945,0,0,0.307345981,0.004778163,KDM5D;UTY
GO_Molecular_Function_2021,,R-SMAD binding (GO:0070412),1/19,0.98561735,0.999995945,0,0,0.222027729,0.003216534,ANKRD1
GO_Molecular_Function_2021,,SUMO transferase activity (GO:0019789),1/19,0.98561735,0.999995945,0,0,0.222027729,0.003216534,RNF212B
GO_Molecular_Function_2021,,nucleoside-triphosphatase activity (GO:0017111),42/278,0.985696919,0.999995945,0,0,0.708806879,0.010211324,DIRAS3;RAB3B;RAB3C;RASL12;ABCD2;DDX4;DIRAS1;SEPTIN12;GIMAP7;RND3;SEPTIN10;RASD2;RNF112;KIF5A;GNG8;GNAT1;KIF1A;TPPP;GBP1;DNAI1;DYNC1I1;RAB8B;GBP7;ABCA4;HSPA6;MX1;IRGC;TDRD9;RRAS2;SEPTIN4;GNG11;GEM;RAB31;NLRP10;KIF26A;RHOJ;EEF1A2;GNB3;RAB19;RAB17;ABCG4;CFTR
GO_Molecular_Function_2021,,deubiquitinase activity (GO:0101005),14/112,0.986481454,0.999995945,0,0,0.569923303,0.007757086,USP6;USP44;USP9Y;OTUD7A;MINDY4B;OTUD7B;USP17L10;USP17L2;USP17L3;USP17L1;USP17L7;USP17L4;UCHL1;USP17L8
GO_Molecular_Function_2021,,thiol-dependent deubiquitinase (GO:0004843),13/106,0.986991758,0.999995945,0,0,0.557702317,0.007302325,USP6;USP44;USP9Y;OTUD7A;OTUD7B;USP17L10;USP17L2;USP17L3;USP17L1;USP17L7;USP17L4;UCHL1;USP17L8
GO_Molecular_Function_2021,,GTPase activity (GO:0003924),31/216,0.98763956,0.999995945,0,0,0.667694906,0.008304433,DIRAS3;RAB3B;RAB3C;RASL12;DIRAS1;SEPTIN12;GIMAP7;RND3;SEPTIN10;RASD2;RNF112;GNG8;GNAT1;TPPP;GBP1;RAB8B;GBP7;ABCA4;MX1;IRGC;RRAS2;SEPTIN4;GNG11;GEM;RAB31;NLRP10;RHOJ;EEF1A2;GNB3;RAB19;RAB17
GO_Molecular_Function_2021,,transcription coregulator binding (GO:0001221),5/53,0.988311846,0.999995945,0,0,0.415936587,0.004890165,AR;THRB;TERT;SIX3;PGR
GO_Molecular_Function_2021,,antiporter activity (GO:0015297),1/20,0.988496165,0.999995945,0,0,0.210328898,0.002433614,CLCN4
GO_Molecular_Function_2021,,protein serine/threonine kinase inhibitor activity (GO:0030291),2/30,0.989515466,0.999995945,0,0,0.285356964,0.003007629,SPRED1;PKIA
GO_Molecular_Function_2021,,DNA binding (GO:0003677),137/811,0.990402411,0.999995945,0,0,0.806426487,0.007777131,FOXA1;PRDM7;APP;EHF;PRDM5;IFIT5;H2AB1;OTP;MYRFL;IKZF3;SOX21;HOXA13;SOX2;H2AC14;MAEL;MEIOB;H2BU1;TP63;ZBP1;NKX6-3;NKX6-2;MSX2;RADX;H2AC4;HNF1A;POU3F1;FOXP2;POU3F3;LENEP;ISL2;SLPI;ZNF711;PGR;HOXB1;NUPR1;HDGFL3;DLX3;TSHZ2;HOXB13;MACROH2A2;GATA1;TERT;ZSCAN10;NKX2-1;ZNF423;PPARGC1A;H2BW2;TFAP2A;EGR1;TFAP2C;EGR4;FOXF2;FOXF1;PYHIN1;HMGA2;NR2F2;H1-1;SMARCA1;H1-0;POU2F3;H1-3;MLXIPL;NR4A1;MAFB;NR4A3;LHX3;H1-8;TLX2;SP7;FOXE3;CSRNP3;THRB;FOXE1;SYCP2;SYCP1;SIX1;GLI1;MEOX1;GLI2;OASL;DMBX1;MECOM;ZIC2;HNF4A;HEY2;ANKRD1;TEAD1;NKX3-1;VENTX;CR2;KLF12;FOXD1;FOXL2;FOXL1;PROX1;ZFY;KLF14;PAX2;MLF1;SMC1B;MMP12;NR5A2;H2BC10;TRNP1;ZNF239;PPARG;IRF6;DNASE1L3;FOXC2;COLEC11;FOXC1;HLF;MYRF;LEF1;BARX2;EGFR;CUX2;HES1;SRY;SPDEF;IRX1;FOXB1;MBD5;GSX1;H2BC3;NR1H4;FOXJ1;GRHL3;ARID3C;MEIS3;TBX4;POU4F1;GRHL2;TBX3;TBX2;NFIB;FOXA2
GO_Molecular_Function_2021,,histone acetyltransferase binding (GO:0035035),1/21,0.990798774,0.999995945,0,0,0.19979995,0.001846915,EGR1
GO_Molecular_Function_2021,,lysine N-methyltransferase activity (GO:0016278),1/21,0.990798774,0.999995945,0,0,0.19979995,0.001846915,METTL21C
GO_Molecular_Function_2021,,ubiquitin-specific protease binding (GO:1990381),1/21,0.990798774,0.999995945,0,0,0.19979995,0.001846915,PRKN
GO_Molecular_Function_2021,,DNA polymerase activity (GO:0034061),1/22,0.992640483,0.999995945,0,0,0.190273759,0.001405501,TERT
GO_Molecular_Function_2021,,mannosyltransferase activity (GO:0000030),1/22,0.992640483,0.999995945,0,0,0.190273759,0.001405501,TMTC1
GO_Molecular_Function_2021,,telomerase RNA binding (GO:0070034),1/22,0.992640483,0.999995945,0,0,0.190273759,0.001405501,TERT
GO_Molecular_Function_2021,,cadherin binding (GO:0045296),48/322,0.992787242,0.999995945,0,0,0.697095068,0.005046199,LAD1;NOTCH3;TES;BMPR2;CTNND2;CDH9;EGFR;CDH7;CNN3;CDH6;SLC9A3R2;CDH5;CDH4;CDH3;CDH2;TRIM29;CDH1;CDH20;CALD1;CDH22;KDR;CTNNA3;STXBP6;CTNNA2;MB21D2;NIBAN2;TRPC4;ARHGEF16;DAB2IP;PARVA;ANK3;CGN;OLFM4;PTPRB;MYO1B;KRT18;CTTN;CDH10;CDH11;CDHR3;CDH12;DCHS1;PKP3;CDH15;EZR;CDH17;EPHA2;CDH19
GO_Molecular_Function_2021,,exonuclease activity (GO:0004527),4/49,0.993362136,0.999995945,0,0,0.354910466,0.002363701,EXD1;ENPP2;ENPP1;ENPP3
GO_Molecular_Function_2021,,GTPase activator activity (GO:0005096),50/336,0.993967213,0.999995945,0,0,0.695494379,0.004208476,ARHGAP8;TBC1D3E;TBC1D3F;ARHGEF10L;TBC1D3D;SIPA1L2;TBC1D3I;TBC1D3G;TBC1D3H;PREX2;SYDE2;ARHGAP42;ARHGAP40;RGS1;RGS6;ARHGEF11;ARHGEF10;USP6;ARHGEF15;DENND2A;ARHGEF16;ARAP3;RAB3IL1;TIAM1;ARHGAP10;TBC1D3;TBC1D4;ADGRB3;ARHGEF4;ARHGEF7;RAPGEF5;RIN2;TBC1D26;THY1;KALRN;RGPD1;RGPD4;FGD2;RASGRP3;ARHGAP20;FGD6;SH3BP5;TBC1D12;EPS8L3;ARHGAP29;ARHGAP28;SGSM1;ARHGAP32;TBC1D3K;RGL1
GO_Molecular_Function_2021,,disordered domain specific binding (GO:0097718),1/23,0.994113528,0.999995945,0,0,0.181613585,0.001072222,KCNA1
GO_Molecular_Function_2021,,gamma-tubulin binding (GO:0043015),1/23,0.994113528,0.999995945,0,0,0.181613585,0.001072222,ARHGEF7
GO_Molecular_Function_2021,,2-oxoglutarate-dependent dioxygenase activity (GO:0016706),2/33,0.994162778,0.999995945,0,0,0.257693363,0.001508621,FTO;EGLN3
GO_Molecular_Function_2021,,omega peptidase activity (GO:0008242),13/113,0.994212199,0.999995945,0,0,0.518434913,0.003009315,USP6;USP44;USP9Y;OTUD7A;OTUD7B;USP17L10;USP17L2;USP17L3;USP17L1;USP17L7;USP17L4;UCHL1;USP17L8
GO_Molecular_Function_2021,,methyltransferase activity (GO:0008168),4/50,0.994384203,0.999995945,0,0,0.34717326,0.00195515,PNMT;PRMT8;METTL27;INMT
GO_Molecular_Function_2021,,double-stranded RNA binding (GO:0003725),7/73,0.994865152,0.999995945,0,0,0.423233082,0.002178836,ZBP1;ZFR2;TLR7;ADARB2;A1CF;OASL;ADAD2
GO_Molecular_Function_2021,,endoribonuclease activity (GO:0004521),2/34,0.995205201,0.999995945,0,0,0.249624812,0.00119978,PIWIL2;ERN2
GO_Molecular_Function_2021,,polyubiquitin modification-dependent protein binding (GO:0031593),4/51,0.995253716,0.999995945,0,0,0.339765297,0.001616462,TNIP3;OTUD7A;OTUD7B;UBQLN3
GO_Molecular_Function_2021,,"phosphatidylinositol-3,5-bisphosphate binding (GO:0080025)",1/24,0.99529169,0.999995945,0,0,0.17370647,0.000819795,PLA2G4E
GO_Molecular_Function_2021,,protein phosphatase 2A binding (GO:0051721),1/24,0.99529169,0.999995945,0,0,0.17370647,0.000819795,DAB2IP
GO_Molecular_Function_2021,,protein-lysine N-methyltransferase activity (GO:0016279),2/35,0.996064145,0.999995945,0,0,0.242045265,0.000954535,METTL21C;SMYD1
GO_Molecular_Function_2021,,cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538),3/44,0.996152536,0.999995945,0,0,0.292152041,0.001126212,CDK5R2;CCNO;CCNJL
GO_Molecular_Function_2021,,"phosphotransferase activity, alcohol group as acceptor (GO:0016773)",7/75,0.996163775,0.999995945,0,0,0.410733489,0.001578696,HK3;PKLR;DGKB;NMRK2;FAM20C;DGKK;DGKI
GO_Molecular_Function_2021,,guanyl-nucleotide exchange factor activity (GO:0005085),18/149,0.996182066,0.999995945,0,0,0.547582442,0.002094635,ARHGEF11;ARHGEF10;ARHGEF15;ARHGEF16;DENND2A;RAB3IL1;KALRN;FGD2;PREX2;TIAM1;FGD6;SH3BP5;ARHGEF4;EPS8L3;RGL1;ARHGEF7;RAPGEF5;RIN2
GO_Molecular_Function_2021,,NF-kappaB binding (GO:0051059),1/25,0.996233987,0.999995945,0,0,0.166458281,0.000628067,NFKBIA
GO_Molecular_Function_2021,,histone-lysine N-methyltransferase activity (GO:0018024),3/45,0.996793059,0.999995945,0,0,0.285178169,0.000916019,PRDM7;MECOM;SMYD1
GO_Molecular_Function_2021,,general transcription initiation factor binding (GO:0140296),1/26,0.996987628,0.999995945,0,0,0.159789947,0.000482073,AR
GO_Molecular_Function_2021,,mRNA 3'-UTR binding (GO:0003730),8/85,0.997433802,0.999995945,0,0,0.414413242,0.001064833,BOLL;CSDC2;DND1;ELAVL4;PABPC4L;RBM24;CPEB2;ELAVL3
GO_Molecular_Function_2021,,ADP binding (GO:0043531),1/27,0.997590375,0.999995945,0,0,0.153634562,0.000370648,MYH10
GO_Molecular_Function_2021,,androgen receptor binding (GO:0050681),1/27,0.997590375,0.999995945,0,0,0.153634562,0.000370648,KDM5D
GO_Molecular_Function_2021,,NAD binding (GO:0051287),1/28,0.998072433,0.999995945,0,0,0.147935132,0.00028543,HPGD
GO_Molecular_Function_2021,,thyroid hormone receptor binding (GO:0046966),1/28,0.998072433,0.999995945,0,0,0.147935132,0.00028543,OASL
GO_Molecular_Function_2021,,"DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)",34/256,0.998184539,0.999995945,0,0,0.609291591,0.00110715,MYT1L;PRDM5;RORC;OTP;AEBP1;HOXB13;SCRT2;ZFP57;HEY1;HEY2;HES1;ZFP37;HES5;TFAP2A;IRX1;NKX6-3;ZNF560;TFAP2C;KLF12;CDX2;PEG3;ZNF705A;PROX1;FOXP2;TBX3;TBX18;SOX30;TBX2;ETV7;BCL6B;ZNF239;ZNF536;PPARG;ZNF556
GO_Molecular_Function_2021,,5'-3' RNA polymerase activity (GO:0034062),1/29,0.998457961,0.999995945,0,0,0.142642804,0.000220131,TERT
GO_Molecular_Function_2021,,pre-mRNA binding (GO:0036002),1/29,0.998457961,0.999995945,0,0,0.142642804,0.000220131,RBM24
GO_Molecular_Function_2021,,transcription corepressor binding (GO:0001222),1/29,0.998457961,0.999995945,0,0,0.142642804,0.000220131,SIX3
GO_Molecular_Function_2021,,tRNA binding (GO:0000049),3/49,0.998463882,0.999995945,0,0,0.260314801,0.000400182,TRMT9B;TERT;IFIT5
GO_Molecular_Function_2021,,kinase activity (GO:0016301),11/112,0.998833205,0.999995945,0,0,0.434087304,0.000506787,FN3K;DGKB;NMRK2;CKMT1A;ITPKA;CCL3;PRKD1;DGKK;MAPK15;DGKI;IP6K3
GO_Molecular_Function_2021,,nuclear receptor binding (GO:0016922),12/120,0.998979093,0.999995945,0,0,0.442772763,0.000452261,GRIP1;NR4A1;NR4A3;KDM5D;LEF1;NR1H4;PROX1;TACC2;PPARGC1A;ZNF366;OASL;NKX3-1
GO_Molecular_Function_2021,,histone deacetylase binding (GO:0042826),8/93,0.999208195,0.999995945,0,0,0.37522103,0.000297219,PRKN;TAL1;HEY2;LEF1;ANKRD1;HES1;IKZF3;NKX3-1
GO_Molecular_Function_2021,,protein serine/threonine phosphatase activity (GO:0004722),4/62,0.999294756,0.999995945,0,0,0.275137206,0.000194107,PPP1R3C;LCK;PPEF1;LRRC2
GO_Molecular_Function_2021,,protein kinase binding (GO:0019901),74/506,0.99936729,0.999995945,0,0,0.679251335,0.000429905,TSKS;ACVRL1;RYR2;PTPRR;BMPR2;IRS1;DIRAS1;PTPRK;CD3E;RND3;GHR;CDH5;TCL1A;SPRED1;GRM5;GNAT1;ANKRD2;NEFH;DSP;PDGFRB;ANK2;AVPR1A;DUSP8;DUSP9;ADRA2A;GPRC5B;LCK;KCNQ1;EEF1A2;DOK7;ROR2;EZR;ARHGEF7;TRIB2;MYH6;PRKN;GRB7;SHC2;SHC3;GATA6;KCNA5;THY1;NOD2;RELB;ADD2;FAM83F;SOCS1;FAM83E;CAMK2N1;TNNI3;PLCG1;FAM83C;BCL2L14;FAM83B;SASH1;MAPK4;FAM83A;CAVIN2;CAV2;CAVIN3;CAV1;CADPS;DAB2IP;GDF3;PTK2;SNAP91;NELL2;NR4A3;PKIA;TRPV4;CD247;CD24;FERMT2;BCAR1
GO_Molecular_Function_2021,,basal RNA polymerase II transcription machinery binding (GO:0001099),1/33,0.999367738,0.999995945,0,0,0.124781195,7.89E-05,AR
GO_Molecular_Function_2021,,DNA secondary structure binding (GO:0000217),1/33,0.999367738,0.999995945,0,0,0.124781195,7.89E-05,HMGA2
GO_Molecular_Function_2021,,telomeric DNA binding (GO:0042162),1/33,0.999367738,0.999995945,0,0,0.124781195,7.89E-05,TERT
GO_Molecular_Function_2021,,magnesium ion binding (GO:0000287),15/146,0.999483186,0.999995945,0,0,0.455975174,0.000235715,BRSK2;EYA2;EPHX2;SEPTIN4;CDC42BPA;GEM;ERN2;ATP4A;HPGDS;ALPP;TPPP;PCK1;TSSK2;PRTFDC1;MARK1
GO_Molecular_Function_2021,,ubiquitin conjugating enzyme activity (GO:0061631),1/35,0.999594681,0.999995945,0,0,0.117426415,4.76E-05,UBE2QL1
GO_Molecular_Function_2021,,ubiquitin protein ligase activity (GO:0061630),32/263,0.999723924,0.999995945,0,0,0.550516688,0.000152005,PRKN;RNFT2;TRIM72;TRIM50;TRIM73;TRIM74;FBXO27;DTX1;DTX3;MEFV;RNF112;TRIM9;RNF217;RNF151;RNF150;RNF152;TRIM60;TRIM43B;TRIM61;TRIM63;SIAH3;FBXO2;NCCRP1;SH3RF2;NEURL3;HECW1;MKRN3;TRIM15;BIRC7;TRIM31;PDZRN3;RNF165
GO_Molecular_Function_2021,,core promoter sequence-specific DNA binding (GO:0001046),1/37,0.999739795,0.999995945,0,0,0.110888833,2.89E-05,MMP12
GO_Molecular_Function_2021,,ubiquitin-like protein conjugating enzyme activity (GO:0061650),1/38,0.999791351,0.999995945,0,0,0.107885079,2.25E-05,UBE2QL1
GO_Molecular_Function_2021,,endonuclease activity (GO:0004519),2/51,0.999841922,0.999995945,0,0,0.162846729,2.57E-05,PIWIL2;ERN2
GO_Molecular_Function_2021,,ubiquitin-like protein ligase activity (GO:0061659),32/270,0.99986495,0.999995945,0,0,0.534087829,7.21E-05,PRKN;RNFT2;TRIM72;TRIM50;TRIM73;TRIM74;FBXO27;DTX1;DTX3;MEFV;RNF112;TRIM9;RNF217;RNF151;RNF150;RNF152;TRIM60;TRIM43B;TRIM61;TRIM63;SIAH3;FBXO2;NCCRP1;SH3RF2;NEURL3;HECW1;MKRN3;TRIM15;BIRC7;TRIM31;PDZRN3;RNF165
GO_Molecular_Function_2021,,translation initiation factor activity (GO:0003743),1/41,0.999891882,0.999995945,0,0,0.099774944,1.08E-05,EIF4E1B
GO_Molecular_Function_2021,,rRNA binding (GO:0019843),1/42,0.999912947,0.999995945,0,0,0.097335309,8.47E-06,CAVIN1
GO_Molecular_Function_2021,,small GTPase binding (GO:0031267),17/175,0.999923786,0.999995945,0,0,0.427948528,3.26E-05,UNC13B;NGFR;CAV1;ARHGEF16;FGD2;EPS8;SGSM1;RIMS1;PEX5L;FGD6;MLPH;CDC42EP4;NOXA1;SH3BP4;RNF152;NOX1;EXPH5
GO_Molecular_Function_2021,,ubiquitin protein ligase binding (GO:0031625),29/265,0.99996914,0.999995945,0,0,0.487812061,1.51E-05,PRKN;CXCR4;DTX1;EGFR;NKD2;MC4R;LAPTM4B;UCHL1;MAP1LC3A;ERBB3;MAP1LC3C;APBB1;PPARGC1A;CCDC50;KCNH2;NGFR;PACRG;FZD4;WFS1;PYHIN1;HSPA6;FZD8;AXIN2;SNCAIP;AICDA;SMAD7;NFKBIA;ASB4;TRIB2
GO_Molecular_Function_2021,,3'-5' exonuclease activity (GO:0008408),1/48,0.99997496,0.999995945,0,0,0.084877602,2.13E-06,EXD1
GO_Molecular_Function_2021,,ribosome binding (GO:0043022),1/48,0.99997496,0.999995945,0,0,0.084877602,2.13E-06,CPEB2
GO_Molecular_Function_2021,,kinase binding (GO:0019900),59/461,0.999978736,0.999995945,0,0,0.580882696,1.24E-05,TSKS;ACVRL1;PTPRR;WWC2;PTPRK;CD3E;RND3;GHR;LAPTM4B;TCL1A;SPRED1;GNAT1;NEFH;PDGFRB;ANK2;ADRA2A;TIAM1;GPRC5B;LCK;EEF1A2;DOK7;ARHGEF7;MYH6;PRKN;GRB7;SHC2;SHC3;GATA6;KCNA5;THY1;NOD2;EGFR;RELB;ADD2;FAM83F;SOCS1;FAM83E;CAMK2N1;TNNI3;PLCG1;FAM83C;BCL2L14;FAM83B;SASH1;MAPK4;FAM83A;GSN;CAV2;CAV1;CADPS;DAB2IP;GDF3;PTK2;SNAP91;NR4A3;TRPV4;CD24;FERMT2;BCAR1
GO_Molecular_Function_2021,,ATP binding (GO:0005524),30/278,0.999982434,0.999995945,0,0,0.479970748,8.43E-06,ACVRL1;RYR1;BRSK2;ABCD2;EPB42;DDX25;ATP1A2;AKT3;PDK4;ENPP1;PRPS1L1;MYH10;MARK1;ABCG5;KCNJ8;HSPA6;CDC42BPA;SYN2;GCK;ERN2;ZAP70;P2RX6;MYO1B;ACTC1;WNK2;WNK3;MYH8;BMPR1B;TSSK2;BMPR1A
GO_Molecular_Function_2021,,methylation-dependent protein binding (GO:0140034),2/63,0.999983748,0.999995945,0,0,0.130712897,2.12E-06,PYGO1;SPIN3
GO_Molecular_Function_2021,,ubiquitin binding (GO:0043130),3/74,0.999984045,0.999995945,0,0,0.168390377,2.69E-06,PRKN;UCHL1;CXCR4
GO_Molecular_Function_2021,,adenyl ribonucleotide binding (GO:0032559),34/306,0.999984192,0.999995945,0,0,0.495713565,7.84E-06,ACVRL1;RYR1;BRSK2;ABCD2;EPB42;DDX25;ATP1A2;AKT3;PDK4;ENPP1;PRPS1L1;BVES;MYH10;MARK1;ABCG5;KCNJ8;HSPA6;CDC42BPA;SYN2;GCK;ERN2;ZAP70;P2RX6;MYO1B;PDE10A;ACTC1;WNK2;WNK3;MPPED2;MYH8;BMPR1B;TSSK2;FBP1;BMPR1A
